x_RIS_m,y_RIS_m,z_RIS_m,H_RIS,H_total,Pr_W,SNR_linear,SNR_dB,data_rate_bps,data_rate_Mbps
0.6333333333333333,0.0,1.65,3.1799131387342785e-08,3.1799131387342785e-08,3.1799131387342785e-08,0.02840417982383475,-15.466177465425172,808147.5790964959,0.8081475790964959
0.6333333333333333,0.0,1.7266666666666666,3.239646313034288e-08,3.239646313034288e-08,3.239646313034288e-08,0.029481320828060646,-15.30453063028448,838353.0716092255,0.8383530716092255
0.6333333333333333,0.0,1.8033333333333332,3.2482620085338336e-08,3.2482620085338336e-08,3.2482620085338336e-08,0.02963833786772067,-15.281461554537659,842753.548365107,0.8427535483651071
0.6333333333333333,0.0,1.88,3.20822835513662e-08,3.20822835513662e-08,3.20822835513662e-08,0.028912276262975673,-15.389177149867725,822399.7030374022,0.8223997030374023
0.6333333333333333,0.0,1.9566666666666666,3.123006335681006e-08,3.123006335681006e-08,3.123006335681006e-08,0.027396650520724704,-15.62302530219223,779865.5077193764,0.7798655077193763
0.6333333333333333,0.0,2.033333333333333,2.9968475655846246e-08,2.9968475655846246e-08,2.9968475655846246e-08,0.025227896785763534,-15.981189544927755,718892.8095852833,0.7188928095852832
0.6333333333333333,0.0,2.11,2.83458929450766e-08,2.83458929450766e-08,2.83458929450766e-08,0.022570024180121655,-16.46467975645863,643992.806193272,0.643992806193272
0.6333333333333333,0.0,2.1866666666666665,2.6414564945143412e-08,2.6414564945143412e-08,2.6414564945143412e-08,0.019599214386465287,-17.07761336524188,560043.337183822,0.5600433371838219
0.6333333333333333,0.0,2.263333333333333,2.4228783611869405e-08,2.4228783611869405e-08,2.4228783611869405e-08,0.016489783804680132,-17.82785038294228,471914.30998068355,0.47191430998068357
0.6333333333333333,0.0,2.34,2.1843241395056084e-08,2.1843241395056084e-08,2.1843241395056084e-08,0.01340250289751321,-18.728140902116756,384145.94280053047,0.38414594280053044
0.6333333333333333,0.0,2.4166666666666665,1.9311610807217035e-08,1.9311610807217035e-08,1.9311610807217035e-08,0.010475837183221058,-19.79811260053807,300696.4790293778,0.3006964790293778
0.6333333333333333,0.0,2.493333333333333,1.6685356330410458e-08,1.6685356330410458e-08,1.6685356330410458e-08,0.007820287344866063,-21.067772891400175,224768.0610562598,0.2247680610562598
